Шифра општине,,Број бирачког места,adress,Број примљених гласачких листића,Број неупотребљених гласачких листића,Број бирача уписаних у бирачки списак,Број бирача који су изашли на изборе,Број бирача који су гласали,Број неважећих гласачких листића,Број важећих гласачких листића,Томислав Николић ,Борис Тадић
70858,Ниш,112,,207,97,207,110,110,0,110,61,49
70858,Ниш,113,,326,219,326,107,107,0,107,65,42
70858,Ниш,114,,244,153,244,91,91,2,89,67,22
70858,Ниш,115,,569,366,569,203,203,4,199,123,76
70858,Ниш,116,,254,120,254,134,134,0,134,76,58
70858,Ниш,117,,473,240,473,233,233,8,225,147,78
70858,Ниш,118,,624,331,624,293,293,8,285,190,95
70858,Ниш,119,,489,280,489,209,209,5,204,124,80
70858,Ниш,120,,746,463,746,283,283,2,281,203,78
70858,Ниш,121,,333,210,323,123,123,2,121,68,53
70858,Ниш,122,,1741,985,1741,756,756,12,744,493,251
70858,Ниш,123,,915,570,915,345,345,6,339,221,118
70858,Ниш,124,,1328,666,1328,662,662,6,656,259,397
70858,Ниш,125,,1285,639,1285,646,646,6,640,282,358
70858,Ниш,126,,1270,647,1270,623,623,9,614,290,324
70858,Ниш,127,,1186,631,1185,555,555,6,549,299,250
70858,Ниш,128,,1951,1019,1951,932,932,11,921,430,491
70858,Ниш,129,,1740,896,1740,844,844,16,828,394,434
70858,Ниш,130,,1573,854,1573,719,719,9,710,314,396
70858,Ниш,131,,1889,951,1889,938,938,13,925,355,570
70858,Ниш,132,,1817,949,1817,868,868,11,857,330,527
70858,Ниш,133,,1737,858,1737,879,879,9,870,360,510
70858,Ниш,134,,1870,964,1870,906,906,11,895,362,533
70858,Ниш,135,,1994,1115,1994,879,879,12,867,330,537
70858,Ниш,136,,1752,1067,1752,685,685,16,669,327,342
70858,Ниш,137,,2046,1203,2046,843,843,15,828,374,454
70858,Ниш,138,,1893,994,1893,899,899,11,888,357,531
70858,Ниш,139,,1932,1105,1932,827,827,6,821,362,459
70858,Ниш,140,,1900,1048,1900,852,852,12,840,400,440
70858,Ниш,141,,1736,957,1736,779,779,10,769,368,401
70858,Ниш,142,,1451,873,1451,578,578,3,575,277,298
70858,Ниш,143,,1002,572,1002,430,430,5,425,284,141
70858,Ниш,144,,2301,1472,2301,829,829,7,822,349,473
70858,Ниш,145,,969,601,969,368,368,3,365,235,130
70858,Ниш,146,,251,125,251,126,126,4,122,83,39
70858,Ниш,147,,302,190,302,112,112,1,111,88,23
70858,Ниш,148,,335,197,335,138,138,2,136,60,76
70858,Ниш,149,,212,103,212,109,109,3,106,80,26
70858,Ниш,150,,694,404,694,290,290,3,287,172,115
70858,Ниш,151,,449,260,449,189,189,2,187,149,38
70858,Ниш,152,,683,392,683,291,291,7,284,150,134
70858,Ниш,153,,795,441,795,354,354,6,348,207,141
70858,Ниш,154,,262,126,262,136,136,7,129,97,32
,Ниш,,,218073,117174,218076,100899,100892,1429,99463,43666,55797
70866,Нова Варош,1,,401,284,401,117,117,2,115,47,68
70866,Нова Варош,2,,157,62,157,95,95,1,94,55,39
70866,Нова Варош,3,,244,172,244,72,72,1,71,34,37
70866,Нова Варош,4,,176,118,176,58,58,1,57,29,28
70866,Нова Варош,5,,209,155,209,54,54,0,54,26,28
70866,Нова Варош,6,,116,72,116,44,44,1,43,30,13
70866,Нова Варош,7,,262,131,262,131,131,0,131,66,65
70866,Нова Варош,8,,219,104,219,115,115,1,114,57,57
70866,Нова Варош,9,,177,104,177,73,73,0,73,40,33
70866,Нова Варош,10,,233,125,233,108,108,0,108,36,72
70866,Нова Варош,11,,219,134,219,85,85,0,85,77,8
70866,Нова Варош,12,,167,80,167,87,87,1,86,52,34
70866,Нова Варош,13,,390,215,390,175,175,1,174,119,55
70866,Нова Варош,14,,178,73,178,105,105,0,105,40,65
70866,Нова Варош,15,,539,304,539,235,235,2,233,166,67
70866,Нова Варош,16,,713,452,713,261,261,4,257,177,80
70866,Нова Варош,17,,163,88,163,75,75,1,74,55,19
70866,Нова Варош,18,,572,333,572,239,239,1,238,136,102
70866,Нова Варош,19,,338,178,338,160,160,1,159,90,69
70866,Нова Варош,20,,250,139,250,111,111,1,110,77,33
70866,Нова Варош,21,,355,164,355,191,191,1,190,132,58
70866,Нова Варош,22,,587,346,587,241,241,2,239,173,66
70866,Нова Варош,23,,136,68,136,68,68,0,68,35,33
70866,Нова Варош,24,,270,162,270,108,108,0,108,66,42
70866,Нова Варош,25,,103,70,103,33,33,2,31,18,13
70866,Нова Варош,26,,116,68,116,48,48,0,48,30,18
70866,Нова Варош,27,,300,172,300,128,128,1,127,89,38
70866,Нова Варош,28,,676,356,676,320,320,3,317,150,167
70866,Нова Варош,29,,524,273,524,251,250,0,250,79,171
70866,Нова Варош,30,,774,353,774,421,421,2,419,79,340
70866,Нова Варош,31,,696,386,696,310,310,3,307,161,146
70866,Нова Варош,32,,814,392,814,422,422,6,416,220,196
70866,Нова Варош,33,,557,249,557,308,308,2,306,116,190
70866,Нова Варош,34,,816,401,816,415,415,7,408,139,269
70866,Нова Варош,35,,801,418,801,383,383,2,381,242,139
70866,Нова Варош,36,,674,320,674,354,354,4,350,138,212
70866,Нова Варош,37,,1059,626,1059,433,433,6,427,224,203
70866,Нова Варош,38,,883,484,883,399,399,6,393,251,142
,Нова Варош,,,15864,8631,15864,7233,7232,66,7166,3751,3415
70874,Нови Пазар,1,,559,291,559,268,268,0,268,9,259
70874,Нови Пазар,2,,316,46,316,270,270,0,270,26,244
70874,Нови Пазар,3,,178,28,178,150,150,0,150,7,143
70874,Нови Пазар,4,,237,68,237,169,169,0,169,1,168
70874,Нови Пазар,5,,452,212,452,240,240,0,240,160,80
70874,Нови Пазар,6,,112,59,112,53,53,0,53,49,4
70874,Нови Пазар,7,,265,59,265,206,206,2,204,195,9
70874,Нови Пазар,8,,117,47,117,70,70,0,70,66,4
70874,Нови Пазар,9,,103,31,103,72,72,2,70,60,10
70874,Нови Пазар,10,,213,154,213,59,59,0,59,55,4
70874,Нови Пазар,11,,162,61,162,101,101,1,100,95,5
70874,Нови Пазар,12,,100,32,100,68,68,0,68,62,6
70874,Нови Пазар,13,,123,90,123,33,33,0,33,27,6
70874,Нови Пазар,14,,227,120,227,107,107,4,103,90,13
70874,Нови Пазар,15,,330,162,330,168,168,0,168,18,150
70874,Нови Пазар,16,,126,46,126,80,80,0,80,77,3
70874,Нови Пазар,17,,101,29,101,72,72,0,72,64,8
70874,Нови Пазар,18,,410,48,410,362,362,8,354,272,82
70874,Нови Пазар,19,,118,15,118,103,103,5,98,98,0
70874,Нови Пазар,20,,307,65,307,242,242,0,242,234,8
70874,Нови Пазар,21,,172,113,172,59,59,0,59,41,18
70874,Нови Пазар,22,,572,275,572,297,297,0,297,6,291
70874,Нови Пазар,23,,300,66,300,234,234,1,233,28,205
70874,Нови Пазар,24,,393,104,391,289,289,9,280,5,275
70874,Нови Пазар,25,,878,535,878,343,343,0,343,41,302
70874,Нови Пазар,26,,165,26,165,139,139,0,139,3,136
70874,Нови Пазар,27,,339,40,339,299,299,1,298,6,292
70874,Нови Пазар,28,,1768,572,1768,1196,1196,1,1195,16,1179
70874,Нови Пазар,29,,190,127,190,63,63,0,63,0,63
70874,Нови Пазар,30,,1086,466,1086,620,620,2,618,21,597
70874,Нови Пазар,31,,537,201,537,336,336,3,333,12,321
70874,Нови Пазар,32,,279,207,279,72,72,0,72,61,11
70874,Нови Пазар,33,,115,64,115,51,51,2,49,34,15
70874,Нови Пазар,34,,642,335,642,307,307,1,306,199,107
70874,Нови Пазар,35,,466,200,466,266,266,1,265,231,34
70874,Нови Пазар,36,,253,23,253,230,230,0,230,217,13
70874,Нови Пазар,37,,945,387,945,558,558,3,555,4,551
70874,Нови Пазар,38,,285,107,285,178,178,0,178,15,163
70874,Нови Пазар,39,,237,79,237,158,158,0,158,34,124
70874,Нови Пазар,40,,1564,914,1564,650,650,3,647,5,642
70874,Нови Пазар,41,,1369,565,1369,804,804,1,803,99,704
70874,Нови Пазар,42,,200,135,200,65,65,0,65,56,9
70874,Нови Пазар,43,,169,76,169,93,93,0,93,87,6
70874,Нови Пазар,44,,305,180,305,125,125,0,125,15,110
70874,Нови Пазар,45,,108,52,108,56,56,0,56,50,6
70874,Нови Пазар,46,,782,392,782,390,390,3,387,37,350
70874,Нови Пазар,47,,526,292,526,234,234,2,232,48,184
70874,Нови Пазар,48,,132,97,132,35,35,0,35,22,13
70874,Нови Пазар,49,,205,142,205,63,63,2,61,54,7
70874,Нови Пазар,50,,240,153,240,87,87,0,87,2,85
70874,Нови Пазар,51,,280,112,280,168,168,0,168,11,157
70874,Нови Пазар,52,,356,98,356,258,258,0,258,2,256
70874,Нови Пазар,53,,740,395,740,345,345,1,344,140,204
70874,Нови Пазар,54,,155,74,155,81,81,1,80,0,80
70874,Нови Пазар,55,,184,69,184,115,115,3,112,104,8
70874,Нови Пазар,56,,326,232,326,94,94,0,94,47,47
70874,Нови Пазар,57,,190,127,190,63,63,0,63,55,8
70874,Нови Пазар,58,,155,83,155,72,72,0,72,68,4
70874,Нови Пазар,59,,286,170,286,116,116,0,116,102,14
70874,Нови Пазар,60,,207,65,207,142,142,0,142,136,6
70874,Нови Пазар,61,,184,57,184,127,127,0,127,124,3
70874,Нови Пазар,62,,173,59,173,114,114,1,113,111,2
70874,Нови Пазар,63,,1678,844,1678,834,834,4,830,97,733
70874,Нови Пазар,64,,1808,919,1808,889,889,3,886,20,866
70874,Нови Пазар,65,,2137,967,2141,1170,1170,5,1165,89,1076
70874,Нови Пазар,66,,1568,768,1568,800,800,7,793,1,792
70874,Нови Пазар,67,,1539,837,1539,702,702,7,695,68,627
70874,Нови Пазар,68,,1349,647,1349,702,702,6,696,361,335
70874,Нови Пазар,69,,930,499,930,431,431,1,430,393,37
70874,Нови Пазар,70,,1023,523,1023,500,500,5,495,452,43
70874,Нови Пазар,71,,1497,738,1497,759,759,5,754,132,622
70874,Нови Пазар,72,,1651,828,1651,823,823,5,818,98,720
70874,Нови Пазар,73,,1686,811,1686,875,875,7,868,273,595
70874,Нови Пазар,74,,1524,666,1525,858,857,8,849,210,639
70874,Нови Пазар,75,,2094,1045,2094,1049,1047,5,1042,36,1006
70874,Нови Пазар,76,,1889,1051,1891,838,838,2,836,38,798
70874,Нови Пазар,77,,2298,1114,2298,1184,1183,3,1180,125,1055
70874,Нови Пазар,78,,2416,1235,2416,1181,1181,9,1172,163,1009
70874,Нови Пазар,79,,1441,732,1441,709,709,8,701,136,565
70874,Нови Пазар,80,,1178,597,1178,581,581,3,578,3,575
70874,Нови Пазар,81,,1618,750,1618,868,868,3,865,35,830
70874,Нови Пазар,82,,1996,1174,1996,822,822,4,818,7,811
70874,Нови Пазар,83,,2024,1012,2024,1012,1012,13,999,27,972
70874,Нови Пазар,84,,1291,664,1291,627,627,3,624,6,618
70874,Нови Пазар,85,,1514,709,1514,805,805,2,803,15,788
70874,Нови Пазар,86,,1695,779,1695,916,916,3,913,18,895
70874,Нови Пазар,87,,1519,868,1519,651,651,5,646,7,639
70874,Нови Пазар,88,,1243,591,1243,652,652,2,650,2,648
70874,Нови Пазар,89,,451,171,451,280,280,3,277,4,273
,Нови Пазар,,,66071,31668,66076,34403,34399,194,34205,6830,27375
70882,Осечина,1,,1169,574,1169,595,595,9,586,262,324
70882,Осечина,2,,1187,541,1187,646,646,18,628,229,399
70882,Осечина,3,,783,430,783,353,353,3,350,186,164
70882,Осечина,4,,496,274,496,222,222,5,217,87,130
70882,Осечина,5,,455,210,455,245,245,12,233,112,121
70882,Осечина,6,,250,114,250,136,136,4,132,59,73
70882,Осечина,7,,211,93,211,118,118,5,113,58,55
70882,Осечина,8,,523,265,523,258,258,5,253,107,146
70882,Осечина,9,,985,625,985,360,360,2,358,174,184
70882,Осечина,10,,465,262,465,203,203,4,199,142,57
70882,Осечина,11,,229,99,229,130,130,4,126,59,67
70882,Осечина,12,,788,488,788,300,300,4,296,198,98
70882,Осечина,13,,113,76,113,37,37,0,37,22,15
70882,Осечина,14,,503,335,503,168,168,4,164,69,95
70882,Осечина,15,,472,295,472,177,177,1,176,103,73
70882,Осечина,16,,1065,687,1065,378,377,8,369,219,150
70882,Осечина,17,,513,322,513,191,191,2,189,120,69
70882,Осечина,18,,543,300,543,243,243,5,238,153,85
70882,Осечина,19,,499,266,499,233,233,3,230,158,72
70882,Осечина,20,,315,167,315,148,148,1,147,114,33
70882,Осечина,21,,398,118,398,280,280,13,267,112,155
,Осечина,,,11962,6541,11962,5421,5420,112,5308,2743,2565
70904,Параћин,1,,846,412,846,434,434,4,430,206,224
70904,Параћин,2,,854,417,856,437,437,8,429,194,235
70904,Параћин,3,,755,311,756,444,444,6,438,163,275
70904,Параћин,4,,824,406,827,418,418,4,414,188,226
70904,Параћин,5,,838,391,839,447,447,12,435,216,219
70904,Параћин,6,,936,418,936,518,518,11,507,226,281
70904,Параћин,7,,1219,571,1221,648,648,12,636,302,334
70904,Параћин,8,,1123,473,1122,650,650,14,636,322,314
70904,Параћин,9,,982,434,981,548,547,14,533,216,317
70904,Параћин,10,,1014,489,1015,525,525,7,518,235,283
70904,Параћин,11,,803,363,804,440,440,10,430,178,252
70904,Параћин,12,,668,291,669,377,377,8,369,149,220
70904,Параћин,13,,1021,469,1021,552,552,14,538,277,261
70904,Параћин,14,,1232,526,1232,706,706,15,691,329,362
70904,Параћин,15,,1272,639,1273,633,633,12,621,267,354
70904,Параћин,16,,1724,780,1724,944,944,15,929,458,471
